timestamp,sensor_id,data
1757593178.5648897,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593178.5648897, ""temperature"": 22.05, ""humidity"": 48.83, ""pressure"": 1001.45, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593179.5671973,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593179.5671973, ""temperature"": 21.26, ""humidity"": 61.85, ""pressure"": 1005.1, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593180.5731683,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593180.5731683, ""temperature"": 19.62, ""humidity"": 57.85, ""pressure"": 1014.87, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593181.5760636,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593181.5760636, ""temperature"": 22.32, ""humidity"": 44.64, ""pressure"": 1003.01, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593182.5838428,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593182.5838428, ""temperature"": 22.49, ""humidity"": 47.59, ""pressure"": 1010.55, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593183.586281,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593183.586281, ""temperature"": 23.94, ""humidity"": 46.79, ""pressure"": 1004.2, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593184.5908709,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593184.5908709, ""temperature"": 20.6, ""humidity"": 60.33, ""pressure"": 1005.08, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593185.5969055,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593185.5969055, ""temperature"": 24.49, ""humidity"": 56.17, ""pressure"": 1010.64, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593186.5993142,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593186.5993142, ""temperature"": 23.33, ""humidity"": 44.79, ""pressure"": 1017.35, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593187.6033022,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593187.6033022, ""temperature"": 21.72, ""humidity"": 64.98, ""pressure"": 1000.14, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593188.6065426,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593188.6065426, ""temperature"": 20.65, ""humidity"": 53.53, ""pressure"": 1005.47, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593189.6080573,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593189.6080573, ""temperature"": 24.84, ""humidity"": 68.62, ""pressure"": 1017.5, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593190.6237814,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593190.6237814, ""temperature"": 20.01, ""humidity"": 66.74, ""pressure"": 1006.68, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593191.6293218,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593191.6293218, ""temperature"": 21.32, ""humidity"": 49.37, ""pressure"": 1010.87, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593192.6317878,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593192.6317878, ""temperature"": 20.45, ""humidity"": 65.92, ""pressure"": 1019.39, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593193.637156,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593193.637156, ""temperature"": 19.01, ""humidity"": 67.38, ""pressure"": 1011.31, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593194.6433277,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593194.6433277, ""temperature"": 23.48, ""humidity"": 63.59, ""pressure"": 1008.17, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593195.648889,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593195.648889, ""temperature"": 18.11, ""humidity"": 67.95, ""pressure"": 1016.91, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593196.650484,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593196.650484, ""temperature"": 22.98, ""humidity"": 50.62, ""pressure"": 1003.26, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593197.6572928,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593197.6572928, ""temperature"": 18.67, ""humidity"": 56.87, ""pressure"": 1013.58, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593198.658962,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593198.658962, ""temperature"": 20.35, ""humidity"": 63.79, ""pressure"": 1003.71, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593199.6662183,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593199.6662183, ""temperature"": 19.35, ""humidity"": 64.43, ""pressure"": 1009.36, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593200.675445,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593200.675445, ""temperature"": 20.86, ""humidity"": 63.58, ""pressure"": 1019.71, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593201.6795342,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593201.6795342, ""temperature"": 21.19, ""humidity"": 45.68, ""pressure"": 1003.08, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593202.6840324,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593202.6840324, ""temperature"": 20.11, ""humidity"": 41.16, ""pressure"": 1001.37, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593203.6894689,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593203.6894689, ""temperature"": 20.69, ""humidity"": 69.98, ""pressure"": 1004.66, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593204.6930566,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593204.6930566, ""temperature"": 20.02, ""humidity"": 60.94, ""pressure"": 1016.53, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593205.6938782,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593205.6938782, ""temperature"": 19.05, ""humidity"": 60.85, ""pressure"": 1006.07, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593206.6964755,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593206.6964755, ""temperature"": 20.65, ""humidity"": 43.27, ""pressure"": 1001.94, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593207.699907,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593207.699907, ""temperature"": 21.94, ""humidity"": 58.63, ""pressure"": 1003.04, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593396.8654602,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593396.8654602, ""temperature"": 24.2, ""humidity"": 59.21, ""pressure"": 1015.47, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593397.8727727,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593397.8727727, ""temperature"": 24.68, ""humidity"": 59.74, ""pressure"": 1013.82, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593398.8732955,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593398.8732955, ""temperature"": 21.4, ""humidity"": 52.04, ""pressure"": 1003.49, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593399.879796,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593399.879796, ""temperature"": 22.95, ""humidity"": 53.13, ""pressure"": 1004.97, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593400.8822298,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593400.8822298, ""temperature"": 18.59, ""humidity"": 58.57, ""pressure"": 1006.9, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593401.8849077,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593401.8849077, ""temperature"": 20.96, ""humidity"": 47.36, ""pressure"": 1003.46, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593402.888351,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593402.888351, ""temperature"": 20.01, ""humidity"": 58.74, ""pressure"": 1009.64, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593403.8915195,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593403.8915195, ""temperature"": 23.11, ""humidity"": 65.75, ""pressure"": 1007.94, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593404.8966491,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593404.8966491, ""temperature"": 24.22, ""humidity"": 58.91, ""pressure"": 1003.95, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593405.9000103,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593405.9000103, ""temperature"": 23.9, ""humidity"": 53.04, ""pressure"": 1015.11, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593406.9059057,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593406.9059057, ""temperature"": 20.79, ""humidity"": 58.74, ""pressure"": 1017.08, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593407.906904,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593407.906904, ""temperature"": 19.18, ""humidity"": 58.37, ""pressure"": 1015.89, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593408.910624,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593408.910624, ""temperature"": 19.3, ""humidity"": 58.55, ""pressure"": 1019.06, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593409.9185438,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593409.9185438, ""temperature"": 22.63, ""humidity"": 67.65, ""pressure"": 1008.56, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593410.9249566,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593410.9249566, ""temperature"": 21.3, ""humidity"": 63.06, ""pressure"": 1010.94, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593411.9283707,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593411.9283707, ""temperature"": 20.51, ""humidity"": 68.94, ""pressure"": 1005.23, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593412.9360466,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593412.9360466, ""temperature"": 22.14, ""humidity"": 50.05, ""pressure"": 1005.19, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593413.9396634,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593413.9396634, ""temperature"": 23.76, ""humidity"": 55.57, ""pressure"": 1012.93, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593414.9445543,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593414.9445543, ""temperature"": 24.56, ""humidity"": 65.64, ""pressure"": 1011.3, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593415.954878,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593415.954878, ""temperature"": 23.82, ""humidity"": 51.67, ""pressure"": 1001.27, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593416.9558651,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593416.9558651, ""temperature"": 23.32, ""humidity"": 47.17, ""pressure"": 1019.21, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593417.9599693,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593417.9599693, ""temperature"": 24.37, ""humidity"": 54.84, ""pressure"": 1015.62, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593418.9705064,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593418.9705064, ""temperature"": 22.03, ""humidity"": 48.35, ""pressure"": 1004.8, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593419.9728637,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593419.9728637, ""temperature"": 22.4, ""humidity"": 64.1, ""pressure"": 1016.12, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593420.977377,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593420.977377, ""temperature"": 22.04, ""humidity"": 55.15, ""pressure"": 1015.1, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593421.981198,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593421.981198, ""temperature"": 23.34, ""humidity"": 40.98, ""pressure"": 1019.84, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593422.9860518,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593422.9860518, ""temperature"": 18.85, ""humidity"": 61.84, ""pressure"": 1009.02, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593423.9868336,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593423.9868336, ""temperature"": 19.5, ""humidity"": 69.4, ""pressure"": 1016.52, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593424.990542,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593424.990542, ""temperature"": 21.43, ""humidity"": 58.39, ""pressure"": 1005.49, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593425.9944797,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593425.9944797, ""temperature"": 18.43, ""humidity"": 68.75, ""pressure"": 1004.64, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593427.0009801,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593427.0009801, ""temperature"": 18.63, ""humidity"": 60.5, ""pressure"": 1001.06, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593428.008454,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593428.008454, ""temperature"": 20.19, ""humidity"": 63.21, ""pressure"": 1013.07, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593429.0085719,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593429.0085719, ""temperature"": 21.36, ""humidity"": 43.84, ""pressure"": 1004.55, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593430.0151553,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593430.0151553, ""temperature"": 24.08, ""humidity"": 68.59, ""pressure"": 1002.93, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593431.01747,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593431.01747, ""temperature"": 18.32, ""humidity"": 40.37, ""pressure"": 1002.59, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593432.0227008,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593432.0227008, ""temperature"": 23.19, ""humidity"": 45.84, ""pressure"": 1000.89, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593433.0303996,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593433.0303996, ""temperature"": 18.7, ""humidity"": 63.17, ""pressure"": 1014.53, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593434.038207,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593434.038207, ""temperature"": 20.95, ""humidity"": 65.32, ""pressure"": 1002.52, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593435.0521748,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593435.0521748, ""temperature"": 22.88, ""humidity"": 69.52, ""pressure"": 1002.84, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593436.0578275,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593436.0578275, ""temperature"": 22.9, ""humidity"": 67.59, ""pressure"": 1014.91, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593437.0600572,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593437.0600572, ""temperature"": 18.59, ""humidity"": 63.79, ""pressure"": 1007.53, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593438.0665123,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593438.0665123, ""temperature"": 23.04, ""humidity"": 43.67, ""pressure"": 1019.16, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593439.0702312,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593439.0702312, ""temperature"": 20.79, ""humidity"": 51.27, ""pressure"": 1003.63, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593440.0743656,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593440.0743656, ""temperature"": 24.07, ""humidity"": 46.03, ""pressure"": 1008.68, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593441.085453,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593441.085453, ""temperature"": 22.36, ""humidity"": 57.92, ""pressure"": 1001.34, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593442.0915225,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593442.0915225, ""temperature"": 21.76, ""humidity"": 55.47, ""pressure"": 1017.11, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593443.0946066,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593443.0946066, ""temperature"": 18.34, ""humidity"": 58.46, ""pressure"": 1007.47, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593444.099775,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593444.099775, ""temperature"": 24.42, ""humidity"": 47.57, ""pressure"": 1009.71, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593445.1038854,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593445.1038854, ""temperature"": 20.43, ""humidity"": 55.52, ""pressure"": 1003.76, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593446.1171682,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593446.1171682, ""temperature"": 18.49, ""humidity"": 47.35, ""pressure"": 1014.44, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593447.1207387,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593447.1207387, ""temperature"": 18.06, ""humidity"": 66.5, ""pressure"": 1011.86, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593448.1269383,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593448.1269383, ""temperature"": 19.97, ""humidity"": 54.98, ""pressure"": 1005.17, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593449.1291776,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593449.1291776, ""temperature"": 22.42, ""humidity"": 42.02, ""pressure"": 1016.35, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593450.1345608,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593450.1345608, ""temperature"": 20.34, ""humidity"": 41.77, ""pressure"": 1019.66, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593451.1393495,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593451.1393495, ""temperature"": 18.27, ""humidity"": 46.48, ""pressure"": 1019.79, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593452.1478925,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593452.1478925, ""temperature"": 23.49, ""humidity"": 41.29, ""pressure"": 1003.38, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593453.1529064,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593453.1529064, ""temperature"": 21.78, ""humidity"": 68.03, ""pressure"": 1011.45, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593454.1593902,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593454.1593902, ""temperature"": 18.55, ""humidity"": 63.62, ""pressure"": 1019.75, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593455.1614203,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593455.1614203, ""temperature"": 22.74, ""humidity"": 44.68, ""pressure"": 1008.41, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
1757593456.1676328,BME280_1,"{""sensor_id"": ""BME280_1"", ""timestamp"": 1757593456.1676328, ""temperature"": 20.32, ""humidity"": 59.27, ""pressure"": 1011.65, ""units"": {""temperature"": ""\u00b0C"", ""humidity"": ""%"", ""pressure"": ""hPa""}}"
